DATE_DAY,TIER,REGION,GROSS_ADDS,CANCELS,NET_SUBS,MRR_USD
2026-04-29,ESSENTIAL,LATAM,442,130,710573,7163152.18
2026-04-29,ESSENTIAL,EMEA,1509,528,2534056,25562199.71
2026-04-29,EXTRA,APAC,386,174,673067,9475808.58
2026-04-29,EXTRA,NA,1213,196,1534680,25484265.16
2026-04-29,EXTRA,LATAM,130,65,346399,5608802.30
2026-04-29,EXTRA,EMEA,891,183,1319013,18375887.24
2026-04-30,PREMIUM,NA,564,187,1008382,18662297.09
2026-04-30,PREMIUM,APAC,165,68,481858,8157770.59
2026-04-30,PREMIUM,LATAM,155,44,238711,3843411.48
2026-04-30,PREMIUM,EMEA,352,136,708367,14860570.24
2026-04-30,ESSENTIAL,NA,1734,796,2994453,31386891.69
2026-04-30,ESSENTIAL,APAC,727,243,1482872,14742183.06
2026-04-30,ESSENTIAL,LATAM,289,102,665354,6410268.32
2026-04-30,ESSENTIAL,EMEA,1265,499,2415388,24376706.39
2026-04-30,EXTRA,APAC,282,128,704491,10505549.63
2026-04-30,EXTRA,NA,1122,362,1609709,22902609.41
2026-04-30,EXTRA,LATAM,260,63,329225,5488300.69
2026-04-30,EXTRA,EMEA,775,292,1355512,17470299.36
